revenue_id,budget,revenue,profit
tt0120177,40000000.0,87840042.0,47840042.0
tt0118570,3000000.0,23144499.0,20144499.0
tt0119896,19000000.0,44332015.0,25332015.0
tt0118883,75000000.0,136982834.0,61982834.0
tt0120207,16000000.0,1686429.0,-14313571.0
tt0119675,30000000.0,25480490.0,-4519510.0
tt0118571,85000000.0,315156409.0,230156409.0
tt0118531,20000000.0,5716080.0,-14283920.0
tt0099810,30000000.0,199200000.0,169200000.0
tt0119488,35000000.0,126216940.0,91216940.0
tt0120102,70000000.0,131457682.0,61457682.0
tt0119468,27000000.0,60527873.0,33527873.0
tt0120524,5000000.0,15719109.0,10719109.0
tt0119174,50000000.0,109423648.0,59423648.0
tt0119123,60000000.0,16000000.0,-44000000.0
tt0120399,19000000.0,6682098.0,-12317902.0
tt0119349,18000000.0,8038061.0,-9961939.0
tt0118842,250000.0,12021272.0,11771272.0
tt0119164,3500000.0,257850122.0,254350122.0
tt0119345,17000000.0,125586134.0,108586134.0
tt0118971,57000000.0,152944660.0,95944660.0
tt0119906,12000000.0,4000000.0,-8000000.0
tt0119324,1500000.0,626057.0,-873943.0
tt0119177,36000000.0,12532777.0,-23467223.0
tt0119210,37000000.0,6482195.0,-30517805.0
tt0083131,10000000.0,85300000.0,75300000.0
tt0118689,18000000.0,251212670.0,233212670.0
tt0119592,50000000.0,10541523.0,-39458477.0
tt0119832,24000000.0,2642983.0,-21357017.0
tt0119978,40000000.0,45916769.0,5916769.0
tt0118749,15000000.0,43101594.0,28101594.0
tt0090329,12000000.0,68706993.0,56706993.0
tt0120201,105000000.0,121214377.0,16214377.0
tt0107282,11000000.0,32861136.0,21861136.0
tt0120148,6000000.0,58000000.0,52000000.0
tt0119707,30000000.0,51376861.0,21376861.0
tt0120382,60000000.0,264118201.0,204118201.0
tt0119395,60000000.0,159330280.0,99330280.0
tt0118617,53000000.0,139804348.0,86804348.0
tt0120483,20000000.0,13801755.0,-6198245.0
tt0118583,70000000.0,162000000.0,92000000.0
