genre_id,genres
tt6852304,"comedy, music, action"
tt5193172,"action, comedy, family, animation"
tt3807034,"comedy, family, animation, action, fantasy, western"
tt6717058,"animation, comedy, family, european"
tt3499048,"drama, comedy"
tt3185602,"drama, romance, comedy"
tt4790546,"reality, drama"
tt5788462,"documentation, european"
tt4680240,"drama, comedy"
tt5881326,"drama, thriller, reality"
tt2865120,"animation, family, action, comedy, scifi, fantasy"
tt6038584,"comedy, horror, scifi, european"
tt1878841,"thriller, horror"
tt5692740,comedy
tt5966882,"action, drama, war, romance, thriller"
tt5235348,"action, drama, history"
tt5228026,comedy
tt4574708,comedy
tt5021206,"animation, scifi, comedy, family, history"
tt4132692,"scifi, thriller, drama"
tt6055498,"drama, romance"
tt3590338,"comedy, animation, family, european"
tt4680360,animation
tt4991512,"comedy, romance, documentation, european"
tt4816058,"scifi, family, animation, action, comedy, fantasy, drama"
tt5371572,"family, animation, action, comedy, scifi"
tt3963816,"crime, thriller, action"
tt7875988,"drama, crime, thriller"
tt5155576,"crime, drama, thriller"
tt4181052,comedy
tt5677942,"action, drama"
tt4864932,"romance, action, thriller"
tt6150576,drama
tt1639084,"drama, comedy, romance"
tt6322264,"crime, documentation"
tt4761054,"history, documentation, european"
tt6545220,comedy
tt4991910,"action, family, scifi, animation"
tt6340304,"drama, action, crime, romance, thriller"
tt5952332,"documentation, crime, european"
tt3596178,"comedy, family, sport"
tt3824412,"comedy, romance"
tt6295304,comedy
tt5275894,documentation
tt1002563,"history, drama, fantasy"
tt6046238,"animation, comedy, family, european"
tt5846856,"animation, comedy, family"
tt4346362,"animation, drama, family, european"
tt2978102,"thriller, drama, action, crime"
tt4572820,documentation
tt5069564,"comedy, documentation"
tt3216348,"horror, thriller"
tt1712192,"thriller, action, crime, drama, european"
tt5347906,documentation
tt5874596,"action, fantasy, animation, comedy, family, european"
tt3910690,"action, scifi, animation, comedy, family"
tt5462936,"animation, family, scifi, action, comedy"
tt3741346,comedy
tt4040530,"drama, history"
tt4652532,"action, family, fantasy, comedy, european"
tt4716268,"family, animation, comedy, fantasy"
tt3986532,documentation
tt5075942,"action, fantasy, scifi, animation"
tt5303668,drama
tt10936232,"comedy, drama, romance, thriller"
tt4430212,"thriller, crime, drama"
tt5112438,"comedy, crime, drama"
tt5916218,"action, animation, comedy, family, fantasy"
tt5496926,drama
tt5350276,documentation
tt4680980,"drama, thriller"
tt5066574,comedy
tt4034452,"drama, thriller, war, action"
tt3661298,"drama, thriller, western"
tt4537842,"comedy, music"
tt4730986,"drama, crime, european"
tt5895314,"comedy, drama, animation, action, scifi"
tt5278460,"documentation, crime"
tt4130418,"documentation, music"
tt6088326,documentation
tt4861760,family
tt5341036,"comedy, romance"
tt6302160,"thriller, drama, action"
tt6209442,"drama, horror, thriller"
tt4900018,"documentation, music"
tt5875282,"drama, documentation"
tt6257714,comedy
tt5181284,"documentation, history, european"
tt4338154,"history, drama, fantasy"
tt5828144,"family, fantasy, animation, comedy"
tt4642044,action
tt7699866,"comedy, family, animation"
tt4160920,comedy
tt4669186,"comedy, documentation"
tt5333842,"action, family"
tt4003966,"drama, european"
tt4768764,"comedy, crime, action, thriller"
tt4156972,"comedy, thriller, drama, crime, action"
tt5664116,"crime, thriller, drama"
tt4940370,"action, comedy, crime, european"
tt5679572,"comedy, drama, family, fantasy, romance"
tt3799372,"drama, romance"
tt5866074,"comedy, european"
tt11063952,"reality, documentation, comedy"
tt5174284,"comedy, family, animation"
tt1918911,"comedy, romance, drama, european"
tt4271820,"romance, drama"
tt1542768,"action, comedy, crime"
tt4610750,"animation, family, comedy, drama, fantasy, romance, european"
tt5659172,action
tt5689030,"comedy, drama"
tt5205210,drama
tt4613520,"comedy, drama, animation"
tt4944658,"drama, romance, european"
tt6070434,"comedy, drama"
tt6903262,"comedy, family"
tt10202268,drama
tt4944352,"comedy, action, drama, history, war"
tt6102594,"comedy, drama, family, music"
tt5730624,"crime, action"
tt3859980,"action, drama, history, romance"
tt6246500,"documentation, drama, european"
tt4110568,"drama, family, romance, comedy"
tt5858892,"comedy, drama, romance"
tt5467814,"comedy, drama, family, romance"
tt4213806,"drama, crime, thriller, action, european"
tt5520732,"comedy, drama, romance"
tt6474054,"documentation, crime, history, drama, fantasy, european"
tt4969044,"thriller, drama, war, european"
tt2424988,"drama, action, crime, comedy"
tt4512714,"comedy, documentation"
tt5275236,"family, reality"
tt3834000,"crime, comedy, drama, european"
tt5517438,"drama, european"
tt5993744,reality
tt4934950,"thriller, drama, crime"
tt3802576,"family, action, drama, sport"
tt6302122,"comedy, documentation"
tt4567218,"drama, crime"
tt5868220,"drama, crime, action"
tt4430136,"drama, romance, comedy"
tt4685750,"drama, european"
tt5235950,"family, animation"
tt5226380,"drama, romance, family, documentation, sport"
tt4902716,thriller
tt6423578,thriller
tt3275216,"comedy, drama, thriller"
tt4210022,"family, animation"
tt2724532,action
tt6163070,"animation, family"
tt5222724,comedy
tt4530184,comedy
tt4034208,"drama, thriller, european"
tt4835636,"comedy, documentation"
tt6217368,comedy
tt5001772,"music, documentation"
tt5946232,comedy
tt5676412,"action, drama, romance, crime"
tt4392266,comedy
tt5849950,"comedy, documentation"
tt4109268,"documentation, comedy, drama"
tt5151716,documentation
tt4333674,"romance, drama, comedy"
tt3544218,"drama, european"
tt5672036,comedy
tt4900716,"drama, romance, comedy, family"
tt4434004,"drama, action, crime"
tt3148502,"drama, comedy, romance"
tt4354042,"action, drama"
tt3105662,comedy
tt6079360,documentation
tt5606154,"drama, action, scifi, crime, thriller"
tt4460854,"comedy, drama"
tt6703344,"drama, comedy, fantasy, music"
tt6213810,"action, fantasy, animation"
tt6168004,drama
tt5698140,comedy
tt5352432,comedy
tt4199110,"comedy, documentation"
tt5815824,documentation
tt5156746,"action, crime, thriller"
tt4399594,"romance, drama"
tt1929433,"comedy, drama, romance"
tt5598110,"thriller, drama, crime, european"
tt6876670,"drama, comedy, romance, documentation, european"
tt5952534,"documentation, european"
tt4631532,"romance, comedy, drama, european"
tt5759196,"comedy, scifi, animation, family, fantasy"
tt4842270,"action, comedy, drama"
tt5231950,"drama, war"
tt4970632,"comedy, documentation"
tt5301958,drama
tt4088588,"drama, comedy"
tt7799740,"drama, thriller, romance, family"
tt5485482,drama
tt4679136,documentation
tt7131694,"drama, action"
tt4790548,"drama, documentation, comedy"
tt5714802,drama
tt3679000,"music, drama"
tt6968336,"comedy, drama, fantasy, romance"
tt6450052,"action, comedy, drama"
tt4814290,"thriller, drama"
tt6449458,"drama, comedy, history"
tt4788934,"animation, family, fantasy, comedy"
tt5805252,"drama, sport"
tt5674272,documentation
tt5710042,"thriller, drama"
tt4078252,"documentation, thriller, war, crime, drama"
tt4855748,"music, drama"
tt5712152,"drama, european"
tt5213744,family
tt5602318,"comedy, music"
tt4379536,"comedy, romance, drama, european"
tt4778424,drama
tt4007558,"comedy, romance, drama"
tt6040768,"action, animation, fantasy"
tt5167174,"drama, comedy"
tt6312916,"animation, comedy, family, fantasy"
tt6522580,"drama, romance, comedy"
tt5448246,"drama, action, war"
tt4943218,"thriller, action, scifi, fantasy, family, european"
tt6353308,"drama, history, romance"
tt6588218,"reality, drama"
tt4990516,"drama, comedy"
tt7254796,action
tt4677578,"drama, european"
tt5937754,"action, drama, comedy, crime"
tt5979312,"history, thriller, drama"
tt6370626,reality
tt5186874,"comedy, european"
tt1239242,"comedy, drama"
tt4354740,"comedy, drama, family, fantasy, thriller"
tt3701442,"comedy, drama, european"
tt5697642,documentation
tt4853764,drama
tt3730510,comedy
tt7440582,"drama, romance, sport, thriller"
tt7038964,"animation, scifi, comedy, family"
tt4448304,"comedy, family"
tt7128052,drama
tt5457520,"comedy, documentation"
tt4796634,"comedy, action, romance, european"
tt7598452,animation
tt5547496,comedy
tt5684860,"drama, thriller, war"
tt6081882,comedy
tt2614722,"comedy, drama"
tt4641248,"drama, comedy, european"
tt6212990,"scifi, drama, fantasy"
tt6209400,comedy
tt6068284,"romance, drama"
tt5105218,"romance, drama, comedy, european"
tt5089786,"drama, comedy, european"
tt5280664,comedy
tt6023444,"comedy, documentation"
tt5290620,comedy
tt4160256,"drama, european, romance, family, documentation"
tt5140248,"documentation, family"
tt5351044,"action, comedy, european"
tt3469244,"thriller, action, drama, crime, horror, european"
tt3625516,"action, scifi, thriller, european"
tt5943936,comedy
tt5038776,comedy
tt5755912,"romance, drama"
tt2797146,"animation, comedy, drama"
tt4588068,"animation, family, fantasy"
tt5886430,comedy
tt6011480,"thriller, horror"
tt5559394,"horror, thriller, crime, drama"
tt5183654,"comedy, drama, romance, european"
tt4971824,"action, drama, thriller, crime"
tt9556710,"documentation, reality"
tt2903370,drama
tt5435084,"romance, comedy"
tt6015820,"action, family, animation, comedy"
tt4764566,"family, animation, comedy, fantasy, european"
tt4073952,"comedy, documentation"
tt4467262,"comedy, romance, drama"
tt6131630,"drama, romance"
tt5339586,comedy
tt6111628,"thriller, animation, family"
tt3422462,"comedy, drama"
tt3724898,"horror, thriller, fantasy"
tt5356680,"documentation, european"
tt5066564,"comedy, documentation"
tt6475778,comedy
tt5087462,comedy
tt6475636,documentation
tt4628812,"romance, drama, music"
tt5998744,"thriller, drama, crime, action"
tt5923040,"action, drama"
tt3521770,"comedy, thriller"
tt5686120,drama
tt5323386,comedy
tt3815424,drama
tt0315642,"thriller, crime, drama, action"
tt6278732,"animation, action, comedy"
tt4202506,"romance, drama"
tt4944460,"romance, drama"
tt5571712,comedy
tt6409112,drama
tt5036924,"drama, thriller"
tt4703660,comedy
tt6093070,family
tt5861260,"comedy, music"
tt6506806,"thriller, crime, drama"
tt9874364,"drama, romance"
tt5314138,"thriller, drama, scifi"
tt6418390,animation
tt8332742,comedy
tt8857316,"comedy, crime"
tt4624852,"comedy, documentation"
tt6954524,"comedy, drama"
tt5891626,drama
tt9741588,drama
tt4974684,"comedy, action, drama"
tt6271264,romance
tt6268852,comedy
tt5748380,comedy
tt5580778,"thriller, drama"
tt6379048,"comedy, romance, family"
tt4453286,"action, comedy, romance"
tt4334636,documentation
tt5753806,comedy
tt5114588,comedy
tt6045798,documentation
tt5240748,comedy
tt5254198,"documentation, sport"
tt4677816,documentation
tt2909396,"comedy, action, crime, drama"
tt9769714,"drama, sport"
tt4658908,"horror, thriller, comedy"
tt6959666,"comedy, european"
tt5016660,"comedy, drama, action"
tt5877882,drama
tt3764686,"romance, european, comedy"
tt20765946,"animation, action, comedy"
tt4899096,"comedy, romance, drama, fantasy"
tt4994718,"comedy, family, romance, drama, fantasy"
tt6271110,comedy
tt4452274,"thriller, action, drama"
tt6069058,documentation
tt2174084,"thriller, european"
tt5348954,"romance, comedy, drama"
tt4324242,comedy
tt3860092,"drama, comedy"
tt9583184,documentation
tt5659164,"action, drama"
tt6273088,"scifi, drama"
tt5811182,"drama, comedy"
tt5357902,"comedy, romance, drama"
tt6999080,comedy
tt4527090,"drama, crime"
tt4841640,comedy
tt7131688,"drama, family"
tt4377918,"drama, romance, comedy"
tt5528490,"drama, music"
tt8879588,"action, crime, drama"
tt5073746,documentation
tt4172758,comedy
tt6200274,"drama, action, crime, sport, thriller"
tt3837166,"comedy, drama, romance"
tt5191238,"comedy, family"
tt5755796,"drama, romance"
tt5514296,"comedy, drama"
tt6088634,"comedy, romance"
tt6660922,"thriller, comedy, crime"
tt6115284,drama
tt4396648,"drama, animation, family, music"
tt7120662,comedy
tt6048596,"crime, drama, thriller"
tt8324306,drama
tt5071412,"drama, crime, thriller"
tt1856101,"scifi, action, drama, thriller"
tt5753856,"scifi, crime, drama, thriller"
tt1413492,"drama, action, war, history"
tt1396484,"horror, fantasy, thriller"
tt8103070,"drama, scifi, fantasy, horror"
tt8421350,"drama, thriller, scifi"
tt5420376,"crime, drama, thriller, romance"
tt5362988,"thriller, crime, drama, western"
tt5688932,"scifi, fantasy, comedy, drama"
tt5013758,"drama, war, action, thriller, history, european"
tt7221388,"action, drama, sport, comedy"
tt6266538,"comedy, drama, documentation"
tt5290382,"drama, crime, thriller"
tt5776858,"drama, romance"
tt6468322,"thriller, action, crime, drama, european"
tt7414406,"drama, sport"
tt7335184,"crime, drama, thriller, romance"
tt4209788,"drama, crime, sport"
tt1259528,"thriller, crime, drama, action"
tt5232792,"drama, scifi, action, thriller, family"
tt7493974,"war, drama, thriller, crime, european"
tt6601082,"action, comedy, drama, scifi, family, fantasy, animation"
tt6877772,"crime, comedy, drama"
tt5516154,"drama, western, documentation, action, crime"
tt7752034,documentation
tt5618256,"crime, drama, thriller"
tt6763664,"thriller, drama, horror"
tt0493405,"action, comedy, crime"
tt6412452,"western, comedy, drama, romance"
tt4378376,"drama, thriller, crime, history, european"
tt2261227,"scifi, thriller, action, drama"
tt6517102,"animation, drama, fantasy, horror, action"
tt15438396,"crime, drama"
tt4555426,"drama, history, war, thriller, family"
tt6128300,drama
tt7681968,documentation
tt6474378,"drama, crime, comedy"
tt2452242,"scifi, action, comedy, crime, fantasy, thriller"
tt5669422,comedy
tt6143796,"comedy, drama"
tt5580146,"scifi, comedy, drama"
tt7768848,"crime, documentation"
tt5638642,"thriller, horror"
tt5421602,"drama, family"
tt3967856,"scifi, fantasy, action, drama"
tt6257970,"drama, comedy, romance, thriller, crime"
tt7539608,"comedy, animation, family, fantasy, romance"
tt6315640,"comedy, drama"
tt5254610,"action, drama, thriller"
tt4834206,"drama, action, comedy, family"
tt6394324,"drama, scifi, fantasy"
tt6333080,"music, documentation"
tt4068576,"thriller, drama, horror"
tt1034007,"drama, crime, history, thriller"
tt6459472,"crime, documentation"
tt5339440,"comedy, drama"
tt4236484,"thriller, horror, scifi"
tt3588588,"crime, action, drama, thriller"
tt7153034,"scifi, family, fantasy, drama"
tt5580540,"comedy, horror"
tt7902072,"drama, thriller, crime, european"
tt6461346,"crime, drama, thriller, romance, scifi, comedy"
tt5304992,"romance, comedy"
tt1869347,"drama, thriller, crime"
tt2548396,"horror, thriller, scifi, drama, action"
tt1536537,"scifi, thriller, drama, action, crime, fantasy"
tt12427840,"animation, comedy, family"
tt3748172,"horror, thriller, drama"
tt6155172,"drama, european"
tt6306064,"action, thriller, romance, drama, european"
tt5592248,"drama, documentation, thriller, war"
tt5363918,"scifi, comedy, fantasy, animation, action"
tt6524350,"comedy, animation, romance"
tt6195094,"thriller, horror, drama, european"
tt4555364,"action, drama, history"
tt0784878,"drama, comedy, sport, reality"
tt4334266,"drama, horror, scifi, romance, action"
tt16351432,"scifi, horror"
tt5610554,"comedy, drama"
tt5670764,"animation, family, fantasy, action, drama"
tt1289403,"drama, history, romance, war"
tt6357658,"drama, animation, action, crime, sport"
tt1615160,"action, thriller, crime, drama, european"
tt6628790,"music, documentation"
tt6679794,"action, drama, history, war"
tt6987770,"drama, romance, comedy"
tt7255502,"drama, comedy"
tt6519410,"drama, crime, thriller, horror, european"
tt7134908,"thriller, drama, crime"
tt6502890,"documentation, thriller, crime, action, drama"
tt1837492,"drama, thriller"
tt2737304,"thriller, drama, scifi, horror"
tt4225622,"comedy, horror"
tt5212822,"drama, thriller, comedy, crime"
tt7808344,"animation, romance, comedy"
tt8714904,"drama, crime"
tt6045840,"action, scifi, drama"
tt8772088,documentation
tt7525778,"comedy, drama, thriller"
tt4154916,"scifi, thriller, drama"
tt8361028,"thriller, horror, drama"
tt6782014,"scifi, comedy, drama, horror, thriller"
tt6616260,"crime, drama, thriller"
tt7829834,
tt6297682,"crime, drama"
tt7259746,reality
tt7078180,"animation, scifi, drama, fantasy, romance"
tt8993398,"comedy, thriller, animation, fantasy, romance, drama"
tt4006302,"scifi, thriller, drama, european"
tt3444312,"crime, documentation, thriller, drama"
tt5536736,"comedy, drama"
tt7818686,comedy
tt5710514,"drama, thriller, crime, comedy, european"
tt5267472,comedy
tt6660498,"animation, action, scifi, drama, fantasy, horror"
tt2872518,"drama, fantasy"
tt6385540,"animation, family, scifi, drama, fantasy, comedy"
tt6218358,"thriller, drama"
tt6217306,"thriller, drama, horror, fantasy"
tt4669264,"thriller, drama, action, crime"
tt8179390,"comedy, romance, drama"
tt6729080,"thriller, drama, crime"
tt8673610,"comedy, animation, action, fantasy"
tt13160278,"animation, comedy, family, fantasy"
tt8688814,"action, scifi, animation, family, fantasy, thriller, drama"
tt6900448,"fantasy, animation, drama, family"
tt9498102,documentation
tt4849438,"fantasy, drama, action"
tt3335606,"horror, thriller, drama"
tt6333060,"documentation, thriller, sport"
tt6587094,"war, documentation, history"
tt7745956,"scifi, animation, comedy, fantasy, family, action, drama"
tt6952960,"drama, thriller, european"
tt7569592,"thriller, scifi, drama, fantasy, horror"
tt6214928,"horror, drama, documentation, crime, thriller"
tt5862312,horror
tt6957966,"romance, comedy"
tt5057140,"thriller, crime, horror, action, drama"
tt1464763,"scifi, thriller, drama"
tt7772580,"horror, thriller, drama, music"
tt7615302,"thriller, history, romance, drama"
tt5519340,"fantasy, thriller, scifi, crime, action"
tt8342862,"documentation, crime"
tt7078710,"drama, comedy"
tt1880399,"drama, comedy, european"
tt5155780,"scifi, thriller, romance, drama"
tt6903284,"scifi, thriller, drama, horror"
tt8725166,"action, documentation"
tt3201640,"scifi, thriller, action, drama"
tt4572792,"drama, thriller, crime"
tt3654796,"thriller, horror, crime, drama"
tt6749318,"thriller, crime, drama, action"
tt9495224,"drama, thriller, scifi, fantasy"
tt6116856,"action, thriller, crime"
tt3860916,"drama, thriller, scifi, horror"
tt7371868,"drama, thriller"
tt5783956,"fantasy, comedy, romance"
tt5707802,"comedy, drama"
tt2396589,"drama, war"
tt5103758,"action, war, fantasy, romance"
tt5419536,"scifi, thriller, action, drama, crime, european"
tt6560040,"drama, crime, thriller, european"
tt5674718,"drama, history, european"
tt7214762,"documentation, comedy"
tt5709188,"scifi, thriller, action, drama, family"
tt1999890,"horror, thriller"
tt8019444,"animation, comedy, romance, drama, music"
tt2386237,"horror, thriller"
tt7453996,"reality, documentation, comedy, european"
tt6873926,"drama, horror, thriller"
tt7889220,"documentation, crime"
tt6712390,"drama, animation, fantasy, thriller"
tt6656238,"scifi, thriller, drama"
tt8914684,"documentation, sport"
tt6752992,"fantasy, drama, european"
tt6987788,"reality, comedy"
tt7923710,"drama, family"
tt9527662,"animation, action, comedy, family, fantasy, scifi"
tt4964788,"drama, thriller, crime, european"
tt6963504,"comedy, documentation"
tt6106704,"western, crime, drama"
tt6478318,"drama, thriller, crime"
tt4955480,comedy
tt7280898,"thriller, crime, drama, history, european"
tt8314254,"drama, music, thriller"
tt8285216,"scifi, drama"
tt6487482,"drama, comedy, thriller"
tt2582576,"war, action, drama"
tt12317724,"action, comedy, animation, scifi"
tt8005374,documentation
tt5173032,"drama, thriller, crime"
tt7053920,"documentation, comedy, history"
tt5607714,"drama, romance, fantasy"
tt7545524,"drama, european"
tt6811236,"crime, drama, thriller"
tt7094780,"drama, history, romance, war, action"
tt6394284,"comedy, drama"
tt6908274,"fantasy, thriller, drama, romance, european"
tt6243140,"drama, scifi, horror, thriller, action"
tt7689964,documentation
tt6520524,"crime, comedy"
tt5565334,"comedy, drama"
tt5360996,"drama, history"
tt5884792,comedy
tt8453436,"drama, comedy"
tt4878482,"comedy, drama"
tt4357394,"scifi, thriller, horror"
tt7573024,"scifi, thriller, family, fantasy, action, crime, drama, history, horror"
tt5808778,"drama, comedy, fantasy, european"
tt1149367,"crime, documentation, drama, fantasy"
tt6958014,"comedy, drama, romance"
tt8172146,documentation
tt1730768,"war, drama, history"
tt3317234,"comedy, action"
tt8673042,"fantasy, animation, comedy, family"
tt8075256,comedy
tt5816682,"drama, history"
tt5153236,"comedy, romance, drama"
tt8465676,"comedy, documentation"
tt4758646,"drama, comedy, war"
tt6788942,"comedy, drama, crime, thriller"
tt8139862,comedy
tt7131720,"drama, thriller, action, animation"
tt7035576,"drama, action, crime, romance, thriller"
tt3799232,"comedy, romance"
tt6898970,"scifi, drama, fantasy, crime"
tt2249081,thriller
tt5503718,"drama, thriller"
tt5789976,"drama, crime, history"
tt10498322,
tt6973848,"scifi, thriller, fantasy, drama, romance"
tt3501112,"thriller, action, crime, european"
tt8891990,"action, animation, scifi"
tt2388771,"action, drama, fantasy"
tt6333098,documentation
tt5566790,comedy
tt6010920,"comedy, european"
tt5246700,"scifi, thriller, action, drama"
tt1241317,"horror, thriller, crime, fantasy, drama, action"
tt7608238,drama
tt7741824,"action, fantasy, animation, comedy, family"
tt7395452,"comedy, horror, music"
tt6854248,"documentation, history"
tt0069049,"drama, european"
tt6970700,drama
tt6143418,drama
tt2417712,"comedy, sport"
tt0914376,"documentation, crime"
tt6136644,"crime, drama, thriller, european"
tt7978538,animation
tt6333104,documentation
tt7681824,drama
tt8948614,documentation
tt6856700,"scifi, thriller, action, horror"
tt6562134,"comedy, family, animation, music"
tt6503244,drama
tt5121816,"horror, thriller, comedy, fantasy, european"
tt2372708,"comedy, scifi, animation, drama, family"
tt5592878,"drama, fantasy, horror, thriller, european"
tt3967878,"action, thriller, drama, scifi"
tt7472352,documentation
tt6360762,comedy
tt7944664,"scifi, horror, crime, thriller, action, fantasy, animation, drama"
tt4858114,"family, animation, comedy, horror, fantasy"
tt6829180,"thriller, horror, drama, comedy"
tt9170638,"comedy, romance"
tt6516314,"thriller, horror"
tt6276110,"drama, action, crime, thriller"
tt8893550,reality
tt5672286,"drama, sport"
tt7879820,"comedy, drama"
tt6714408,"animation, action, comedy, family, drama, music, romance, thriller, scifi"
tt8108198,"thriller, drama, comedy, crime, music"
tt2338454,"drama, comedy, fantasy"
tt7603386,comedy
tt5791536,drama
tt8235236,"comedy, animation, action, crime"
tt7584168,"action, fantasy, scifi, animation, comedy, family"
tt6408226,"romance, drama"
tt6536944,"family, animation, fantasy"
tt9099102,"thriller, horror"
tt6467294,"drama, thriller, scifi"
tt7645192,drama
tt5770788,"comedy, crime"
tt6600720,"documentation, history, war"
tt9077192,"documentation, horror, reality"
tt6214722,"documentation, music"
tt8063174,"scifi, action, drama, fantasy, thriller, music"
tt6821012,comedy
tt3171832,"scifi, action, crime, thriller"
tt15250768,comedy
tt8765496,"thriller, horror"
tt6385752,"drama, comedy, fantasy, romance"
tt6728096,comedy
tt8220344,"war, drama, action"
tt6692188,"drama, action, crime, history"
tt9817268,"thriller, drama, scifi, fantasy, romance"
tt6089582,documentation
tt8963328,"comedy, animation, action, romance"
tt4712076,comedy
tt2702692,"documentation, sport, crime"
tt3458510,"comedy, drama"
tt7448180,"action, comedy"
tt8680560,reality
tt8365054,"reality, documentation"
tt5016946,"drama, comedy, sport, european"
tt3155328,comedy
tt9000388,drama
tt6645614,"fantasy, comedy, family, romance, animation"
tt7253506,documentation
tt8801670,"drama, crime, thriller, horror, comedy"
tt5990342,"romance, comedy"
tt6494418,"romance, thriller, crime, european"
tt7907916,documentation
tt4610378,"drama, war, european"
tt8271714,comedy
tt5706996,comedy
tt7278588,"drama, comedy, romance"
tt7521898,"drama, romance"
tt2569088,"crime, action"
tt5164184,thriller
tt8021824,"scifi, drama, horror, romance, thriller"
tt9557812,"animation, comedy, family, scifi, action"
tt6026278,comedy
tt8300324,"documentation, crime"
tt3120280,"romance, comedy, drama"
tt6997426,"documentation, european"
tt3685236,"comedy, romance"
tt1386691,"thriller, crime, drama, action, history, horror, romance"
tt7197684,"drama, action, crime, european"
tt5257726,"animation, comedy, family, fantasy, thriller"
tt9389514,"drama, horror, thriller, european"
tt10687624,"action, animation, family, western, comedy, drama, documentation"
tt6352180,"scifi, animation, comedy, action, drama, family, fantasy"
tt5607028,"fantasy, scifi, action"
tt9257932,"thriller, fantasy, drama, action, scifi, comedy"
tt7183074,"drama, comedy, crime, documentation"
tt7668518,"action, fantasy, scifi, drama"
tt5723286,"action, crime, thriller"
tt7808370,"comedy, animation"
tt6212854,"crime, thriller, action"
tt6550456,comedy
tt3704700,"drama, european"
tt8080054,comedy
tt5979872,"fantasy, action"
tt7741830,"animation, comedy, action, family"
tt8855592,"drama, crime, thriller"
tt5539054,"thriller, romance, drama, crime"
tt7763662,documentation
tt9078908,"crime, documentation"
tt6997574,"thriller, drama"
tt3465276,"documentation, crime, drama"
tt6029778,"comedy, music, documentation"
tt11503082,"comedy, drama, action, animation, fantasy, romance"
tt6890582,"fantasy, action, comedy"
tt6916746,"comedy, drama"
tt9897038,animation
tt9036126,"comedy, music"
tt8824648,"drama, thriller, crime, fantasy, horror"
tt8254556,"drama, european"
tt5539052,"comedy, music, drama"
tt8387348,"comedy, drama"
tt6574146,"scifi, animation, action, drama, thriller"
tt4882376,"war, drama, history"
tt3869122,"animation, family, fantasy"
tt4717402,"scifi, comedy, thriller, animation, action, european"
tt5721172,"scifi, family, fantasy, european"
tt9201008,"documentation, reality, history"
tt8425308,"reality, comedy"
tt5771332,"drama, reality, documentation, sport"
tt5691024,"comedy, crime, family"
tt7660730,"drama, crime, thriller"
tt9315990,documentation
tt2962984,"comedy, drama"
tt7490342,comedy
tt4902904,"drama, comedy, family, romance"
tt7736544,"scifi, action, comedy, family, fantasy, animation"
tt8434720,"comedy, romance"
tt7214842,documentation
tt9426852,"music, documentation"
tt4944694,"drama, history"
tt8917248,"crime, thriller, european"
tt0461629,"drama, comedy, reality, family, documentation, music, european"
tt7949200,"drama, music"
tt5979874,"scifi, action, animation"
tt7170950,"drama, comedy"
tt7298976,"scifi, drama, action, thriller, horror, crime, fantasy, romance"
tt6317962,"drama, fantasy, documentation, animation, romance, scifi, family"
tt3713588,comedy
tt8478602,"scifi, fantasy, horror, animation, action"
tt5479616,"romance, drama, european"
tt2720826,"drama, action"
tt7260048,drama
tt0332902,"drama, documentation, crime, thriller, history, war"
tt6452332,"animation, family, fantasy, action, comedy, music"
tt8236556,"scifi, drama, action, thriller, romance"
tt6119856,"drama, romance, comedy"
tt7317178,action
tt6596634,"documentation, history, european"
tt15149776,"documentation, crime"
tt8548830,"scifi, crime, drama"
tt5893332,comedy
tt5688996,"comedy, drama, romance"
tt7291268,"music, documentation"
tt6928052,"action, comedy, drama, family, documentation"
tt5797220,"crime, comedy, drama"
tt6077448,"action, drama, crime, thriller"
tt6714534,"documentation, history"
tt8560918,"drama, family, music"
tt7476946,"drama, crime"
tt6839788,"crime, drama, action, thriller"
tt4155534,"animation, action, comedy, family, fantasy"
tt8690890,"drama, romance"
tt7644680,"reality, documentation, thriller"
tt7967882,"animation, family, fantasy"
tt6233618,crime
tt8858472,comedy
tt8801708,"comedy, drama, fantasy, romance"
tt11067738,"family, animation"
tt7975182,"drama, romance"
tt6212496,comedy
tt6494358,"documentation, music"
tt6873658,"drama, crime, thriller"
tt7830574,comedy
tt9817230,"drama, romance, european"
tt13887556,"action, scifi, thriller, animation, drama, fantasy"
tt2990140,"comedy, family, fantasy"
tt6704776,"thriller, drama, history, war, european"
tt4853154,documentation
tt7890304,"drama, comedy, reality"
tt7440432,"music, documentation"
tt5766086,"history, drama, action, thriller, comedy, documentation"
tt6742610,"drama, crime"
tt7320560,documentation
tt6892462,"comedy, crime, european"
tt6497076,drama
tt6060156,"comedy, family, fantasy, european"
tt6424454,"scifi, action, animation, drama, fantasy"
tt6076336,drama
tt6470396,comedy
tt7956374,"animation, family"
tt6288694,"drama, thriller, action, crime, european"
tt2989524,"drama, comedy"
tt5461956,"comedy, drama"
tt5829040,comedy
tt6485928,"drama, comedy"
tt8194716,documentation
tt8328740,"fantasy, animation, drama, family"
tt9151274,drama
tt5034266,"drama, romance"
tt7639280,comedy
tt5938084,"thriller, action, drama, crime"
tt5878476,"fantasy, family"
tt8168186,"drama, romance, european"
tt6088922,"comedy, drama"
tt7205316,"comedy, european"
tt8716334,"music, documentation"
tt6699860,"thriller, drama, romance, sport, european"
tt6204340,"thriller, crime, drama, european"
tt6158968,"drama, comedy, thriller, crime"
tt6510268,"documentation, drama, history, romance, european"
tt6495756,"war, crime, drama, thriller"
