revenue_id,budget,imdb_id,revenue,profit
321,3180000.0,tt0038650,9644124.0,6464124.0
322,1500000.0,tt0031679,9600000.0,8100000.0
323,114000.0,tt0063350,30000000.0,29886000.0
324,1300000.0,tt0043265,10750000.0,9450000.0
325,3000000.0,tt0051459,17570324.0,14570324.0
326,4.0,tt0022879,25.0,21.0
327,25000000.0,tt0117011,51702483.0,26702483.0
328,28000000.0,tt0117039,16900000.0,-11100000.0
329,67000000.0,tt0116830,47267001.0,-19732999.0
330,9000000.0,tt0117603,41590886.0,32590886.0
331,2300000.0,tt0115994,49620.0,-2250380.0
332,38000000.0,tt0116259,17380126.0,-20619874.0
333,50000000.0,tt0115862,22540359.0,-27459641.0
334,5000000.0,tt0046672,28200000.0,23200000.0
335,14000000.0,tt0106611,154864401.0,140864401.0
336,2900000.0,tt0042332,263591415.0,260691415.0
337,3000000.0,tt0057546,22182353.0,19182353.0
338,48000000.0,tt0102798,390493908.0,342493908.0
339,6000000.0,tt0058331,102272727.0,96272727.0
340,812000.0,tt0033563,1600000.0,788000.0
341,20000000.0,tt0066817,17900000.0,-2100000.0
342,3000000.0,tt0043274,572000000.0,569000000.0
343,12000000.0,tt0082406,29800000.0,17800000.0
344,8200000.0,tt0059742,286214286.0,278014286.0
345,28000000.0,tt0095016,140767956.0,112767956.0
346,10000000.0,tt0104692,32101000.0,22101000.0
347,4500000.0,tt0117589,13417292.0,8917292.0
348,16000000.0,tt0117791,1985001.0,-14014999.0
349,65000000.0,tt0116908,89456761.0,24456761.0
350,50000000.0,tt0116409,75000000.0,25000000.0
351,2400000.0,tt0116404,5731103.0,3331103.0
352,45000000.0,tt0120107,2154540.0,-42845460.0
353,7000000.0,tt0116722,405000.0,-6595000.0
354,14500000.0,tt0117509,147298761.0,132798761.0
355,200000.0,tt0117802,4505922.0,4305922.0
356,44000000.0,tt0117665,165615285.0,121615285.0
357,3000000.0,tt0067992,4000000.0,1000000.0
358,2000000.0,tt0070707,18344729.0,16344729.0
359,2000000.0,tt0066808,11833696.0,9833696.0
360,7500000.0,tt0095159,62493712.0,54993712.0
361,4000000.0,tt0079470,20045115.0,16045115.0
362,12000000.0,tt0059243,25333333.0,13333333.0
363,2500000.0,tt0061418,50700000.0,48200000.0
364,1400000.0,tt0046912,3000000.0,1600000.0
365,6000000.0,tt0092890,213954274.0,207954274.0
366,1200000.0,tt0105236,14661007.0,13461007.0
367,6000000.0,tt0091763,138530565.0,132530565.0
368,6500000.0,tt0098627,30218387.0,23718387.0
369,49000000.0,tt0103772,352927224.0,303927224.0
370,38000000.0,tt0101761,34416893.0,-3583107.0
371,3705538.0,tt0104036,62548947.0,58843409.0
372,12500000.0,tt0104348,10725228.0,-1774772.0
373,12000000.0,tt0084707,30036000.0,18036000.0
374,10500000.0,tt0083866,792965326.0,782465326.0
375,60000000.0,tt0099371,157920733.0,97920733.0
376,15000000.0,tt0092099,356830601.0,341830601.0
377,1800000.0,tt0044081,8000000.0,6200000.0
378,12500000.0,tt0116378,1227324.0,-11272676.0
379,36000000.0,tt0117318,20300385.0,-15699615.0
380,5000000.0,tt0072081,41833347.0,36833347.0
381,6788000.0,tt0101775,13878334.0,7090334.0
382,70000000.0,tt0096754,90000098.0,20000098.0
383,1000000.0,tt0080749,21378361.0,20378361.0
384,6000000.0,tt0082340,50244700.0,44244700.0
385,1000000.0,tt0082533,17985893.0,16985893.0
386,400000.0,tt0071853,5028948.0,4628948.0
387,7000000.0,tt0115610,1100000.0,-5900000.0
388,4000000.0,tt0101700,1794187.0,-2205813.0
389,27000000.0,tt0116209,231976425.0,204976425.0
390,645180.0,tt0097937,14743391.0,14098211.0
391,3000000.0,tt0105488,33946224.0,30946224.0
392,4.0,tt0102370,29.0,25.0
393,500000.0,tt0100332,3779620.0,3279620.0
394,3000000.0,tt0073486,108981275.0,105981275.0
395,18000000.0,tt0080684,538400000.0,520400000.0
396,16000000.0,tt0093779,30857814.0,14857814.0
397,18000000.0,tt0082971,389925971.0,371925971.0
398,18500000.0,tt0090605,183316455.0,164816455.0
399,1200000.0,tt0060196,6000000.0,4800000.0
400,350000.0,tt0050083,1000000.0,650000.0
401,15000000.0,tt0056172,69995385.0,54995385.0
402,2200000.0,tt0066921,26589000.0,24389000.0
403,2000000.0,tt0056592,13129846.0,11129846.0
404,31500000.0,tt0078788,89460381.0,57960381.0
405,5000000.0,tt0064116,5321508.0,321508.0
406,32350000.0,tt0086190,572700000.0,540350000.0
407,2500000.0,tt0093191,3200000.0,700000.0
408,25000000.0,tt0099685,46836394.0,21836394.0
409,11000000.0,tt0078748,104931801.0,93931801.0
410,11500000.0,tt0089881,4069653.0,-7430347.0
411,806948.0,tt0054215,32000000.0,31193052.0
412,27000000.0,tt0080455,115229890.0,88229890.0
413,13000000.0,tt0071562,47542841.0,34542841.0
414,17000000.0,tt0093058,46357676.0,29357676.0
415,18000000.0,tt0086879,51973029.0,33973029.0
416,18000000.0,tt0081398,23000000.0,5000000.0
417,4000000.0,tt0075686,38251425.0,34251425.0
418,27000000.0,tt0086197,21500000.0,-5500000.0
419,14000000.0,tt0082096,85000000.0,71000000.0
420,5500000.0,tt0070735,159616327.0,154116327.0
421,6400000.0,tt0088247,78371200.0,71971200.0
422,3000000.0,tt0103873,242623.0,-2757377.0
423,18000000.0,tt0097441,26828365.0,8828365.0
424,14000000.0,tt0100150,5080409.0,-8919591.0
425,16400000.0,tt0097165,235860116.0,219460116.0
426,3000000.0,tt0061722,104945305.0,101945305.0
427,829000.0,tt0052311,2247465.0,1418465.0
428,3000000.0,tt0050212,27200000.0,24200000.0
429,6000000.0,tt0071315,30000000.0,24000000.0
430,3800000.0,tt0040897,4307000.0,507000.0
431,19000000.0,tt0081505,44017374.0,25017374.0
432,8000000.0,tt0092005,52287414.0,44287414.0
433,3600000.0,tt0092991,5923044.0,2323044.0
434,4000000.0,tt0057115,11744471.0,7744471.0
435,15000000.0,tt0077416,50000000.0,35000000.0
436,14600000.0,tt0107048,70906973.0,56306973.0
437,14000000.0,tt0105695,159157447.0,145157447.0
438,80000000.0,tt0056218,96105910.0,16105910.0
439,19000000.0,tt0088763,381109762.0,362109762.0
440,11000000.0,tt0101921,119418501.0,108418501.0
441,12000000.0,tt0066206,89800000.0,77800000.0
442,8000000.0,tt0094625,553171.0,-7446829.0
443,16000000.0,tt0091203,5900000.0,-10100000.0
444,3000000.0,tt0061512,16217773.0,13217773.0
445,2800000.0,tt0072431,86273333.0,83473333.0
446,3500000.0,tt0102536,2015810.0,-1484190.0
447,2000000.0,tt0032553,11000000.0,9000000.0
448,2280000.0,tt0032455,83320000.0,81040000.0
449,730000.0,tt0044706,8000000.0,7270000.0
450,15000000.0,tt0052618,146900000.0,131900000.0
451,2500000.0,tt0088258,4736202.0,2236202.0
452,48000000.0,tt0097576,474171806.0,426171806.0
453,22000000.0,tt0083987,77737889.0,55737889.0
454,17000000.0,tt0096332,10006806.0,-6993194.0
455,3000000.0,tt0091867,20966644.0,17966644.0
456,12000000.0,tt0084503,22244207.0,10244207.0
457,14400000.0,tt0087553,34700291.0,20300291.0
458,1900000.0,tt0049223,3250000.0,1350000.0
459,6000000.0,tt0064115,102308889.0,96308889.0
460,1746964.0,tt0087884,2181987.0,435023.0
461,16000000.0,tt0098635,92823546.0,76823546.0
462,50000000.0,tt0103644,159773545.0,109773545.0
463,10000000.0,tt0082010,31973249.0,21973249.0
464,2500000.0,tt0056869,11403529.0,8903529.0
465,40000000.0,tt0103874,215862692.0,175862692.0
466,6000000.0,tt0103919,25792310.0,19792310.0
467,35000000.0,tt0101540,182300000.0,147300000.0
468,1800000.0,tt0074285,33800000.0,32000000.0
469,1800000.0,tt0087800,25504513.0,23704513.0
470,2800000.0,tt0075005,60922980.0,58122980.0
471,46000000.0,tt0117731,150000000.0,104000000.0
472,1000000.0,tt0117666,24444121.0,23444121.0
473,60000000.0,tt0116705,129832389.0,69832389.0
474,40000000.0,tt0117372,48093211.0,8093211.0
475,3000000.0,tt0117477,2503829.0,-496171.0
476,54000000.0,tt0115433,320689294.0,266689294.0
477,70000000.0,tt0099423,240031094.0,170031094.0
478,35000000.0,tt0079945,139000000.0,104000000.0
479,27000000.0,tt0102975,96900000.0,69900000.0
480,30000000.0,tt0098382,70200000.0,40200000.0
481,12000000.0,tt0084726,96800000.0,84800000.0
482,18000000.0,tt0088170,87000000.0,69000000.0
483,24000000.0,tt0092007,133000000.0,109000000.0
484,80000000.0,tt0103776,280000000.0,200000000.0
485,13000000.0,tt0096487,44726644.0,31726644.0
486,6000000.0,tt0077631,181813770.0,175813770.0
487,13200000.0,tt0084021,15171476.0,1971476.0
488,12000000.0,tt0100114,46044400.0,34044400.0
489,35000000.0,tt0105690,156563139.0,121563139.0
490,7000000.0,tt0073195,470654000.0,463654000.0
491,20000000.0,tt0077766,187884007.0,167884007.0
492,20500000.0,tt0085750,87987055.0,67487055.0
493,70000000.0,tt0116996,101371017.0,31371017.0
494,3000000.0,tt0115906,153155.0,-2846845.0
495,50000000.0,tt0116695,273552592.0,223552592.0
496,6000000.0,tt0093822,29180280.0,23180280.0
497,23000000.0,tt0116999,12803305.0,-10196695.0
498,14000000.0,tt0117571,173046663.0,159046663.0
499,40000000.0,tt0104691,75505856.0,35505856.0
500,55000000.0,tt0116250,141047179.0,86047179.0
501,55000000.0,tt0120390,11466088.0,-43533912.0
502,55000000.0,tt0119664,31987563.0,-23012437.0
503,116000000.0,tt0118928,178127760.0,62127760.0
504,8000000.0,tt0119937,589304.0,-7410696.0
505,50000000.0,tt0118548,50068310.0,68310.0
506,25000000.0,tt0120434,36400360.0,11400360.0
507,15000000.0,tt0116922,3675201.0,-11324799.0
508,30000000.0,tt0120036,13130349.0,-16869651.0
509,35000000.0,tt0119008,41954997.0,6954997.0
510,3000000.0,tt0116743,4109095.0,1109095.0
511,28000000.0,tt0119951,41230799.0,13230799.0
512,68000000.0,tt0120053,118063304.0,50063304.0
513,45000000.0,tt0119528,302710615.0,257710615.0
514,20000000.0,tt0120094,60000000.0,40000000.0
515,90000000.0,tt0118972,140807547.0,50807547.0
